Topic,Category,Title,Url,Author,Date
Thời sự,,"Cảnh sát mật phục chặn đua xe, hàng chục thanh thiếu niên tháo chạy vào rừng",https://vietnamnet.vn/canh-sat-mat-phuc-chan-dua-xe-hang-chuc-thanh-thieu-nien-thao-chay-vao-rung-2054262.html,Quang Hưng,"
                            28/08/2022   12:54 (GMT+07:00)
                        "
Thời sự,,"Cảnh sát 141 Hà Nội liên tục tuần tra, xử lý nhiều đối tượng trong đêm",https://vietnamnet.vn/canh-sat-141-ha-noi-lien-tuc-tuan-tra-xu-ly-nhieu-doi-tuong-trong-dem-2054167.html,Đình Hiếu,"
                            28/08/2022   06:33 (GMT+07:00)
                        "
Thời sự,,Thót tim cảnh bé trai điều khiển phà chở khách qua sông Đồng Nai,https://vietnamnet.vn/thot-tim-canh-be-trai-dieu-khien-pha-cho-khach-qua-song-dong-nai-2054270.html,Xuân An,"
                            28/08/2022   13:53 (GMT+07:00)
                        "
Thời sự,,Vụ xe khách đánh võng trên cao tốc Hà Nội-Thái Nguyên: Khởi tố chủ xe và tài xế,https://vietnamnet.vn/vu-xe-khach-danh-vong-tren-cao-toc-ha-noi-thai-nguyen-khoi-to-chu-xe-va-tai-xe-2054339.html,Đình Hiếu,"
                            28/08/2022   19:21 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước: TP.HCM cần một cơ chế thuận lợi để phát triển năng động hơn,https://vietnamnet.vn/chu-tich-nuoc-tp-hcm-can-mot-co-che-thuan-loi-de-phat-trien-nang-dong-hon-2069641.html,Hồ Văn,"
                            13/10/2022   17:00 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,"Thầy dạy lái xe ngồi uống nước, nữ học viên tông tử vong bé 3 tuổi",https://vietnamnet.vn/thay-day-lai-xe-ngoi-uong-nuoc-nu-hoc-vien-tong-tu-vong-be-3-tuoi-2049156.html,,"
                            13/08/2022   10:00 (GMT+07:00)
                        "
Thời sự,Quốc hội,Bộ trưởng Công an điểm danh hàng loạt đại án tham nhũng,https://vietnamnet.vn/bo-truong-cong-an-diem-danh-hang-loat-dai-an-tham-nhung-2069755.html,Thu Hằng,"
                            13/10/2022   18:10 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng: Chính phủ đề xuất tăng lương cơ sở từ 1,49 triệu lên 1,8 triệu đồng",https://vietnamnet.vn/thu-tuong-tra-loi-cu-tri-can-tho-ve-van-de-xang-dau-tien-luong-co-so-2069653.html,Hoài Thanh,"
                            13/10/2022   15:40 (GMT+07:00)
                        "
Thời sự,Chính trị,"Việt Nam kêu gọi chấm dứt xung đột, khôi phục hòa bình ở Ukraine",https://vietnamnet.vn/viet-nam-keu-goi-cham-dut-xung-dot-khoi-phuc-hoa-binh-o-ukraine-2069535.html,Trần Thường,"
                            13/10/2022   09:39 (GMT+07:00)
                        "
Thời sự,,Bộ Công an lý giải về vấn đề giúp người tai nạn giao thông nhưng bị vu oan,https://vietnamnet.vn/bo-cong-an-ly-giai-ve-van-de-giup-nguoi-tai-nan-giao-thong-nhung-bi-vu-oan-2052397.html,Phạm Công,"
                            23/08/2022   09:55 (GMT+07:00)
                        "
Thời sự,,Nguồn tiền từ đâu để làm đường sắt cao tốc TP.HCM - Cần Thơ 170.000 tỉ đồng?,https://vietnamnet.vn/nguon-tien-tu-dau-de-lam-duong-sat-cao-toc-tphcm-can-tho-170000-ti-dong-2052369.html,Vũ Điệp,"
                            23/08/2022   09:59 (GMT+07:00)
                        "
Thời sự,Quốc hội,"14.000 hồ sơ gia hạn không có người thẩm định, nguy cơ thiếu thuốc",https://vietnamnet.vn/14-000-ho-so-gia-han-khong-co-nguoi-tham-dinh-nguy-co-thieu-thuoc-2068666.html,Trần Thường,"
                            10/10/2022   19:09 (GMT+07:00)
                        "
Thời sự,Chính trị,Đại tá Trương Sơn Lâm làm Giám đốc Công an Bến Tre,https://vietnamnet.vn/dai-ta-truong-son-lam-lam-giam-doc-cong-an-ben-tre-2068687.html,Hoài Thanh,"
                            10/10/2022   19:29 (GMT+07:00)
                        "
Thời sự,Quốc hội,Ông Ngô Văn Tuấn thôi làm Trưởng đoàn đại biểu Quốc hội tỉnh Hòa Bình,https://vietnamnet.vn/ong-ngo-van-tuan-thoi-lam-truong-doan-dai-bieu-quoc-hoi-tinh-hoa-binh-2068691.html,Trần Thường,"
                            10/10/2022   19:49 (GMT+07:00)
                        "
Thời sự,Chính trị,"Bộ Nội vụ điều động, bổ nhiệm 8 lãnh đạo cấp vụ sau cắt giảm bộ máy",https://vietnamnet.vn/bo-noi-vu-dieu-dong-bo-nhiem-8-lanh-dao-cap-vu-sau-cat-giam-bo-may-2068677.html,Thu Hằng,"
                            10/10/2022   19:04 (GMT+07:00)
                        "
Thời sự,Chính trị,Trung ương thảo luận về quy hoạch tổng thể quốc gia,https://vietnamnet.vn/trung-uong-thao-luan-ve-quy-hoach-tong-the-quoc-gia-2067792.html,Thu Hằng,"
                            07/10/2022   17:54 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ trưởng Nội vụ: Quản lý công chức không cho phép đi chậm trong chuyển đổi số,https://vietnamnet.vn/bo-truong-noi-vu-quan-ly-cong-chuc-khong-cho-phep-di-cham-trong-chuyen-doi-so-2068571.html,Thu Hằng,"
                            10/10/2022   15:40 (GMT+07:00)
                        "
Thời sự,Chính trị,Tránh chuyện đầu cơ trong đấu giá biển số xe đẹp,https://vietnamnet.vn/tranh-chuyen-dau-co-trong-dau-gia-bien-so-xe-dep-2067749.html,Trần Thường,"
                            07/10/2022   16:45 (GMT+07:00)
                        "
Thời sự,Chính trị,"Bộ Chính trị cho ý kiến về việc tiếp thu, giải trình các nội dung Trung ương thảo luận",https://vietnamnet.vn/bo-chinh-tri-cho-y-kien-cac-noi-dung-trung-uong-thao-luan-2068024.html,Thu Hằng,"
                            08/10/2022   16:34 (GMT+07:00)
                        "
Thời sự,Chính trị,"Bế mạc Hội nghị Trung ương 6: Đổi mới tư duy về công nghiệp hoá, hiện đại hoá",https://vietnamnet.vn/be-mac-hoi-nghi-trung-uong-6-doi-moi-tu-duy-ve-cong-nghiep-hoa-hien-dai-hoa-2068141.html,Thu Hằng,"
                            09/10/2022   11:49 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch Quốc hội Vương Đình Huệ lên đường thăm chính thức Australia và New Zealand,https://vietnamnet.vn/chu-tich-quoc-hoi-vuong-dinh-hue-tham-chinh-thuc-australia-va-new-zealand-2085643.html,Trần Thường,"
                            29/11/2022   08:33 (GMT+07:00)
                        "
Thời sự,Chính trị,"Giới thiệu nhân sự Bộ trưởng Giao thông vận tải, Y tế, Tổng Kiểm toán",https://vietnamnet.vn/gioi-thieu-nhan-su-bo-truong-giao-thong-van-tai-y-te-tong-kiem-toan-2066346.html,Thu Hằng,"
                            09/10/2022   12:10 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,"Va chạm với mô tô phân khối lớn, người đi xe máy tử vong tại chỗ",https://vietnamnet.vn/va-cham-voi-mo-to-phan-khoi-lon-nguoi-di-xe-may-tu-vong-tai-cho-2047100.html,Hương Lài,"
                            07/08/2022   13:01 (GMT+07:00)
                        "
Thời sự,Quốc hội,Ủy ban Thường vụ Quốc hội cho ý kiến về công tác nhân sự,https://vietnamnet.vn/uy-ban-thuong-vu-quoc-hoi-cho-y-kien-ve-cong-tac-nhan-su-2068112.html,Thu Hằng,"
                            09/10/2022   07:01 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Bỏ sổ hộ khẩu nhưng phiền hà khi xin xác nhận cư trú, Bộ Công an nói gì?",https://vietnamnet.vn/bo-so-ho-khau-nhung-phien-ha-khi-xin-xac-nhan-cu-tru-bo-cong-an-noi-gi-2067781.html,Trần Thường,"
                            09/10/2022   06:00 (GMT+07:00)
                        "
Thời sự,,"Không có bằng lái, thanh niên điều khiển ô tô tông loạn xạ rồi bỏ chạy",https://vietnamnet.vn/khong-co-bang-lai-thanh-nien-dieu-khien-o-to-tong-loan-xa-roi-bo-chay-2047114.html,Quang Hưng,"
                            07/08/2022   13:43 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch Hà Nội ‘xử’ dự án treo và kỳ vọng xóa cảnh bốc thăm suất học,https://vietnamnet.vn/chu-tich-ha-noi-xu-du-an-treo-va-ky-vong-xoa-canh-boc-tham-suat-hoc-2066040.html,Quang Phong,"
                            03/10/2022   05:35 (GMT+07:00)
                        "
Thời sự,Chính trị,Khai mạc Hội nghị lần thứ sáu Ban Chấp hành Trung ương Đảng khóa XIII,https://vietnamnet.vn/khai-mac-hoi-nghi-lan-thu-sau-ban-chap-hanh-trung-uong-dang-khoa-xiii-2066121.html,,"
                            03/10/2022   09:30 (GMT+07:00)
                        "
Thời sự,Chính trị,Có hội viên lấy danh nghĩa hội đề tên cả Bộ Nội vụ để chở hàng lậu,https://vietnamnet.vn/co-hoi-vien-lay-danh-nghia-hoi-de-ten-ca-bo-noi-vu-de-cho-hang-lau-2067820.html,Thu Hằng,"
                            07/10/2022   20:31 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng Bí thư nêu các nội dung quan trọng thảo luận tại Hội nghị Trung ương 6,https://vietnamnet.vn/tong-bi-thu-neu-cac-noi-dung-quan-trong-thao-luan-tai-hoi-nghi-trung-uong-6-2066058.html,Thu Hằng,"
                            03/10/2022   09:58 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Cuba Manuel Marrero Cruz tới Hà Nội,https://vietnamnet.vn/thu-tuong-cuba-manuel-marrero-cruz-toi-ha-noi-2064858.html,,"
                            28/09/2022   22:20 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Phạm Minh Chính chủ trì lễ đón Thủ tướng Cuba Manuel Marrero Cruz,https://vietnamnet.vn/thu-tuong-pham-minh-chinh-chu-tri-le-don-thu-tuong-cuba-manuel-marrero-cruz-2064975.html,,"
                            29/09/2022   10:35 (GMT+07:00)
                        "
Thời sự,Chính trị,"Liên quan vụ Việt Á, loạt lãnh đạo 2 viện lớn ở Hà Nội bị kỷ luật",https://vietnamnet.vn/hang-loat-lanh-dao-2-benh-vien-lon-o-ha-noi-bi-ky-luat-do-lien-quan-vu-viet-a-2064927.html,Quang Phong,"
                            29/09/2022   09:04 (GMT+07:00)
                        "
Thời sự,,"Từ 1/9, người gửi hàng trên xe khách phải cung cấp đủ các thông tin cho tài xế",https://vietnamnet.vn/tu-1-9-nguoi-gui-hang-tren-xe-khach-phai-cung-cap-du-cac-thong-tin-cho-tai-xe-2047108.html,Vũ Điệp,"
                            07/08/2022   14:00 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Đẩy nhanh tiến độ điều tra các vụ án liên quan đến phòng, chống dịch Covid-19",https://vietnamnet.vn/day-nhanh-tien-do-dieu-tra-cac-vu-an-lien-quan-den-phong-chong-dich-covid-19-2064912.html,Thu Hằng,"
                            29/09/2022   08:57 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Manuel Marrero Cruz: Cuba tự hào vì những thành tựu của Việt Nam,https://vietnamnet.vn/thu-tuong-manuel-marrero-cruz-cuba-tu-hao-vi-nhung-thanh-tuu-cua-viet-nam-2065054.html,,"
                            29/09/2022   14:12 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,Ô tô biển đỏ chạy vào làn xe máy hầm Thủ Thiêm gây phản ứng,https://vietnamnet.vn/o-to-bien-do-chay-vao-lan-xe-may-ham-thu-thiem-gay-phan-ung-2045600.html,Tuấn Kiệt,"
                            02/08/2022   13:13 (GMT+07:00)
                        "
Thời sự,,"Liên tiếp phát hiện tài xế sử dụng ma túy khi lái xe, CSGT mở đợt truy quét",https://vietnamnet.vn/lien-tiep-phat-hien-tai-xe-su-dung-ma-tuy-khi-lai-xe-csgt-mo-dot-truy-quet-2045709.html,Đình Hiếu,"
                            02/08/2022   17:45 (GMT+07:00)
                        "
Thời sự,Chính trị,Nguyên Thứ trưởng và những cuộc trò chuyện bất ngờ về ông Abe Shinzo,https://vietnamnet.vn/nguyen-thu-truong-va-nhung-cuoc-tro-chuyen-bat-ngo-ve-ong-abe-shinzo-2063607.html,Trần Thường,"
                            26/09/2022   05:37 (GMT+07:00)
                        "
Thời sự,,2 tuyến cao tốc cuối cùng hoàn thành thu phí tự động không dừng,https://vietnamnet.vn/them-2-tuyen-cao-toc-hoan-thanh-thu-phi-tu-dong-khong-dung-2044533.html,Vũ Điệp,"
                            29/07/2022   20:27 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,"TPHCM lên phương án thu phí không dừng, xử phạt nghiêm xe cố tình vi phạm",https://vietnamnet.vn/tphcm-len-phuong-an-thu-phi-khong-dung-xu-phat-nghiem-xe-co-tinh-vi-pham-2044511.html,Tuấn Kiệt,"
                            29/07/2022   18:34 (GMT+07:00)
                        "
Thời sự,Chính trị,Bác bỏ định kiến xấu của một số tổ chức đưa ra về nhân quyền Việt Nam,https://vietnamnet.vn/bac-bo-nhung-dinh-kien-xau-cua-mot-so-to-chuc-dua-ra-ve-nhan-quyen-viet-nam-2062819.html,,"
                            22/09/2022   16:51 (GMT+07:00)
                        "
Thời sự,,"Vụ ô tô đâm hàng loạt xe ở Hà Nội, tài xế khai có tiền sử bị động kinh",https://vietnamnet.vn/vu-o-to-dam-hang-loat-xe-o-ha-noi-tai-xe-khai-co-tien-su-bi-dong-kinh-2044547.html,Đình Hiếu,"
                            29/07/2022   20:59 (GMT+07:00)
                        "
Thời sự,Chính trị,Ban Tổ chức Trung ương hướng dẫn việc bố trí cán bộ sau khi bị kỷ luật,https://vietnamnet.vn/ban-to-chuc-trung-uong-huong-dan-can-bo-tu-nguyen-tu-chuc-sau-ky-luat-2062718.html,Thu Hằng,"
                            22/09/2022   13:59 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước chung vui cùng thiếu nhi tiêu biểu của 54 dân tộc,https://vietnamnet.vn/chu-tich-nuoc-chung-vui-cung-thieu-nhi-tieu-bieu-cua-54-dan-toc-2062695.html,Trần Thường,"
                            22/09/2022   13:35 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước sẽ sang Nhật Bản dự lễ tang cựu Thủ tướng Abe Shinzo,https://vietnamnet.vn/chu-tich-nuoc-se-sang-nhat-ban-du-le-tang-cuu-thu-tuong-abe-shinzo-2062800.html,Trần Thường,"
                            22/09/2022   16:10 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng Phạm Minh Chính gửi thông điệp tới phiên họp cấp cao của LHQ về biến đổi khí hậu,https://vietnamnet.vn/thu-tuong-gui-thong-diep-toi-phien-hop-cap-cao-cua-lhq-ve-bien-doi-khi-hau-2062836.html,Trần Thường,"
                            22/09/2022   17:38 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,"Cao tốc TP.HCM - Dầu Giây có 25 làn thu phí không dừng, vượt tiến độ 5 ngày",https://vietnamnet.vn/cao-toc-tp-hcm-long-thanh-dau-giay-co-25-lan-thu-phi-khong-dung-2043195.html,Tuấn Kiệt,"
                            25/07/2022   18:28 (GMT+07:00)
                        "
Thời sự,,"6 ô tô đâm liên hoàn trên cầu Vĩnh Tuy, giao thông ùn tắc kéo dài",https://vietnamnet.vn/6-o-to-dam-lien-hoan-tren-cau-vinh-tuy-giao-thong-un-tac-keo-dai-2043451.html,Đình Hiếu,"
                            26/07/2022   14:21 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,Ùn ứ trên cao tốc TP.HCM - Long Thành - Dầu Giây ngày đầu thu phí không dừng,https://vietnamnet.vn/un-u-tren-cao-toc-tp-hcm-long-thanh-dau-giay-ngay-dau-thu-phi-khong-dung-2043405.html,Tuấn Kiệt,"
                            26/07/2022   12:59 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng Bí thư Nguyễn Phú Trọng thăm và làm việc với Thành ủy TP.HCM,https://vietnamnet.vn/tong-bi-thu-nguyen-phu-trong-tham-va-lam-viec-voi-thanh-uy-tphcm-2063013.html,,"
                            23/09/2022   09:55 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,"Xe khách va chạm với xe bồn, tài xế tử vong kẹt trong ca bin",https://vietnamnet.vn/xe-khach-va-cham-voi-xe-bon-tai-xe-tu-vong-ket-trong-ca-bin-2041065.html,,"
                            19/07/2022   07:33 (GMT+07:00)
                        "
Thời sự,Chính trị,Việt Nam - Trung Quốc thúc đẩy chuyến thăm cấp cao lẫn nhau,https://vietnamnet.vn/viet-nam-va-trung-quoc-chuan-bi-cho-chuyen-tham-cap-cao-truc-tiep-2061743.html,Trần Thường,"
                            19/09/2022   20:58 (GMT+07:00)
                        "
